"""rowid"" ""WY"" ""source"" ""system.index"" ""image_date"" ""mean"" ""median"" ""std"" ""variance"" ""date"" ""meadow"" ""DOY"" ""DOWY"" ""WYTYPE"""
"150 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850922"" 1119850922 496195200000 0.0594409404347131 0.0580271954337756 0.0836887182356259 0.00700380155992198 ""19850922"" ""Shorthair"" 265 357 ""D"""
"151 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850930"" 1119850930 496886400000 NA NA NA NA ""19850930"" ""Shorthair"" 273 365 ""D"""
"152 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19841116"" 1119841116 469411200000 NA NA NA NA ""19841116"" ""Shorthair"" 321 47 ""D"""
"153 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19841124"" 1119841124 470102400000 0.657399087074475 0.666499621338315 0.0308578279937024 0.000952205548488923 ""19841124"" ""Shorthair"" 329 55 ""D"""
"154 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850602"" 1119850602 486518400000 0.114992793532297 0.0987416729331017 0.118565036160761 0.0140576677998026 ""19850602"" ""HerringCreek"" 153 245 ""D"""
"155 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19841210"" 1119841210 471484800000 0.747895894600795 0.754678686459859 0.040030826386166 0.00160246706115937 ""19841210"" ""Shorthair"" 345 71 ""D"""
"156 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850813"" 1119850813 492739200000 NA NA NA NA ""19850813"" ""BullCreek"" 225 317 ""D"""
"157 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850821"" 1119850821 493430400000 0.121897392220456 0.122812584042549 0.108551529699901 0.0117834346001885 ""19850821"" ""BullCreek"" 233 325 ""D"""
"158 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850829"" 1119850829 494121600000 NA NA NA NA ""19850829"" ""BullCreek"" 241 333 ""D"""
"159 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850906"" 1119850906 494812800000 0.763114698366685 0.777842462062836 0.0518678421626924 0.00269027305061397 ""19850906"" ""BullCreek"" 249 341 ""D"""
"160 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850914"" 1119850914 4.95504e+11 NA NA NA NA ""19850914"" ""BullCreek"" 257 349 ""D"""
"161 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850922"" 1119850922 496195200000 0.135399965806441 0.160952091217041 0.106864377159626 0.0114199951057147 ""19850922"" ""BullCreek"" 265 357 ""D"""
"162 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850930"" 1119850930 496886400000 NA NA NA NA ""19850930"" ""BullCreek"" 273 365 ""D"""
"163 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850728"" 1119850728 491356800000 0.202957485183518 0.184337072074413 0.111591044032713 0.0124525611083108 ""19850728"" ""HerringCreek"" 209 301 ""D"""
"164 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850805"" 1119850805 4.92048e+11 0.131658690322121 0.12830363214016 0.0894753969969692 0.00800584666776525 ""19850805"" ""HerringCreek"" 217 309 ""D"""
"165 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850813"" 1119850813 492739200000 0.137509343220118 0.12554779946804 0.0933212891544293 0.00870886300944461 ""19850813"" ""HerringCreek"" 225 317 ""D"""
"166 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850821"" 1119850821 493430400000 0.0583771072795921 0.0441367700695992 0.0873128668051922 0.00762353670974124 ""19850821"" ""HerringCreek"" 233 325 ""D"""
"167 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850829"" 1119850829 494121600000 NA NA NA NA ""19850829"" ""HerringCreek"" 241 333 ""D"""
"168 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850906"" 1119850906 494812800000 0.844602976526533 0.849162876605988 0.0442995693069983 0.00196245184078554 ""19850906"" ""HerringCreek"" 249 341 ""D"""
"169 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850914"" 1119850914 4.95504e+11 NA NA NA NA ""19850914"" ""HerringCreek"" 257 349 ""D"""
"170 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850922"" 1119850922 496195200000 -0.0297334524369018 -0.0720310751348734 0.123062215030095 0.0151443087681133 ""19850922"" ""HerringCreek"" 265 357 ""D"""
"171 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850930"" 1119850930 496886400000 -0.0614007073078559 -0.095772242971829 0.124198174161882 0.0154251864651451 ""19850930"" ""HerringCreek"" 273 365 ""D"""
"172 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850525"" 1119850525 485827200000 NA NA NA NA ""19850525"" ""BullCreek"" 145 237 ""D"""
"173 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850602"" 1119850602 486518400000 0.18715896809643 0.213082611560822 0.138927793143692 0.0193009317077765 ""19850602"" ""BullCreek"" 153 245 ""D"""
"174 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850610"" 1119850610 487209600000 NA NA NA NA ""19850610"" ""BullCreek"" 161 253 ""D"""
"175 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850117"" 1119850117 4.74768e+11 NA NA NA NA ""19850117"" ""Shorthair"" 17 109 ""D"""
"176 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850618"" 1119850618 487900800000 NA NA NA NA ""19850618"" ""BullCreek"" 169 261 ""D"""
"177 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19841031"" 1119841031 468028800000 NA NA NA NA ""19841031"" ""Shorthair"" 305 31 ""D"""
"178 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19841108"" 1119841108 4.6872e+11 NA NA NA NA ""19841108"" ""Shorthair"" 313 39 ""D"""
"179 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850712"" 1119850712 489974400000 NA NA NA NA ""19850712"" ""BullCreek"" 193 285 ""D"""
"180 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850720"" 1119850720 490665600000 0.174794150651856 0.166187554597855 0.125237203397696 0.0156843571148758 ""19850720"" ""BullCreek"" 201 293 ""D"""
"181 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850728"" 1119850728 491356800000 NA NA NA NA ""19850728"" ""BullCreek"" 209 301 ""D"""
"182 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850805"" 1119850805 4.92048e+11 0.137282458506525 0.142427414655685 0.118610732609472 0.0140685058901556 ""19850805"" ""BullCreek"" 217 309 ""D"""
"183 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19841218"" 1119841218 4.72176e+11 NA NA NA NA ""19841218"" ""Shorthair"" 353 79 ""D"""
"184 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850517"" 1119850517 4.85136e+11 NA NA NA NA ""19850517"" ""BullCreek"" 137 229 ""D"""
"185 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850618"" 1119850618 487900800000 NA NA NA NA ""19850618"" ""HerringCreek"" 169 261 ""D"""
"186 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850626"" 1119850626 4.88592e+11 NA NA NA NA ""19850626"" ""HerringCreek"" 177 269 ""D"""
"187 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850704"" 1119850704 489283200000 NA NA NA NA ""19850704"" ""HerringCreek"" 185 277 ""D"""
"188 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850712"" 1119850712 489974400000 0.266661182254183 0.250573426485062 0.117892378465979 0.0138986129003656 ""19850712"" ""HerringCreek"" 193 285 ""D"""
"189 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850720"" 1119850720 490665600000 0.245801213550271 0.219215571880341 0.0516141280338377 0.00266401821269339 ""19850720"" ""HerringCreek"" 201 293 ""D"""
"190 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850626"" 1119850626 4.88592e+11 NA NA NA NA ""19850626"" ""BullCreek"" 177 269 ""D"""
"191 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850704"" 1119850704 489283200000 NA NA NA NA ""19850704"" ""BullCreek"" 185 277 ""D"""
"192 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850501"" 1119850501 483753600000 NA NA NA NA ""19850501"" ""HerringCreek"" 121 213 ""D"""
"193 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850509"" 1119850509 484444800000 0.864995224875693 0.912933096289635 0.103646066907912 0.0107425071854794 ""19850509"" ""HerringCreek"" 129 221 ""D"""
"194 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850517"" 1119850517 4.85136e+11 NA NA NA NA ""19850517"" ""HerringCreek"" 137 229 ""D"""
"195 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850525"" 1119850525 485827200000 NA NA NA NA ""19850525"" ""HerringCreek"" 145 237 ""D"""
"196 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850330"" 1119850330 480988800000 0.928593217715239 0.939988200481121 0.0267642597143615 0.000716325598057793 ""19850330"" ""Shorthair"" 89 181 ""D"""
"197 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850610"" 1119850610 487209600000 0.272042318391874 0.259691953659058 0.104576819472932 0.0109363111710742 ""19850610"" ""HerringCreek"" 161 253 ""D"""
"198 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850407"" 1119850407 4.8168e+11 NA NA NA NA ""19850407"" ""Shorthair"" 97 189 ""D"""
"199 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19841226"" 1119841226 472867200000 NA NA NA NA ""19841226"" ""Shorthair"" 361 87 ""D"""
"200 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850101"" 1119850101 473385600000 NA NA NA NA ""19850101"" ""Shorthair"" 1 93 ""D"""
"201 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850109"" 1119850109 474076800000 0.784535865905957 0.789565086364746 0.0300522758878062 0.00090313928603682 ""19850109"" ""Shorthair"" 9 101 ""D"""
"202 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850210"" 1119850210 476841600000 NA NA NA NA ""19850210"" ""Shorthair"" 41 133 ""D"""
"203 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850125"" 1119850125 475459200000 0.728700972214723 0.731818959116936 0.0237872643660957 0.000565833946022528 ""19850125"" ""Shorthair"" 25 117 ""D"""
"204 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850423"" 1119850423 483062400000 NA NA NA NA ""19850423"" ""HerringCreek"" 113 205 ""D"""
"205 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850202"" 1119850202 476150400000 NA NA NA NA ""19850202"" ""Shorthair"" 33 125 ""D"""
"206 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850322"" 1119850322 480297600000 NA NA NA NA ""19850322"" ""Shorthair"" 81 173 ""D"""
"207 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850218"" 1119850218 477532800000 NA NA NA NA ""19850218"" ""Shorthair"" 49 141 ""D"""
"208 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850226"" 1119850226 4.78224e+11 NA NA NA NA ""19850226"" ""Shorthair"" 57 149 ""D"""
"209 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850314"" 1119850314 479606400000 0.800335448216169 0.798263960414463 0.0175153769684022 0.000306788430345233 ""19850314"" ""Shorthair"" 73 165 ""D"""
"210 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850501"" 1119850501 483753600000 0.653749035719113 0.665309846401215 0.0666544765198672 0.00444281924013752 ""19850501"" ""Shorthair"" 121 213 ""D"""
"211 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850415"" 1119850415 482371200000 NA NA NA NA ""19850415"" ""Shorthair"" 105 197 ""D"""
"212 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850423"" 1119850423 483062400000 NA NA NA NA ""19850423"" ""Shorthair"" 113 205 ""D"""
"213 1985 ""LANDSAT/LT5_L1T_8DAY_NDWI/19850306"" 1119850306 478915200000 NA NA NA NA ""19850306"" ""Shorthair"" 65 157 ""D"""
"214 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851227"" 1119851227 504489600000 NA NA NA NA ""19851227"" ""BullCreek"" 361 87 ""W"""
"215 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851101"" 1119851101 499651200000 NA NA NA NA ""19851101"" ""HerringCreek"" 305 31 ""W"""
"216 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851008"" 1119851008 497577600000 0.105266477074474 0.133010849356651 0.119111039980988 0.0141874398453525 ""19851008"" ""BullCreek"" 281 7 ""W"""
"217 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851016"" 1119851016 498268800000 NA NA NA NA ""19851016"" ""BullCreek"" 289 15 ""W"""
"218 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860125"" 1119860125 506995200000 NA NA NA NA ""19860125"" ""BullCreek"" 25 117 ""W"""
"219 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851016"" 1119851016 498268800000 NA NA NA NA ""19851016"" ""Shorthair"" 289 15 ""W"""
"220 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851024"" 1119851024 4.9896e+11 NA NA NA NA ""19851024"" ""Shorthair"" 297 23 ""W"""
"221 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851101"" 1119851101 499651200000 NA NA NA NA ""19851101"" ""Shorthair"" 305 31 ""W"""
"222 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851008"" 1119851008 497577600000 -0.101354206877593 -0.117662144203981 0.0713215192078419 0.00508675910211456 ""19851008"" ""Shorthair"" 281 7 ""W"""
"223 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851203"" 1119851203 5.02416e+11 NA NA NA NA ""19851203"" ""BullCreek"" 337 63 ""W"""
"224 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851211"" 1119851211 503107200000 NA NA NA NA ""19851211"" ""BullCreek"" 345 71 ""W"""
"225 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860101"" 1119860101 504921600000 NA NA NA NA ""19860101"" ""BullCreek"" 1 93 ""W"""
"226 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860109"" 1119860109 505612800000 NA NA NA NA ""19860109"" ""BullCreek"" 9 101 ""W"""
"227 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860117"" 1119860117 5.06304e+11 0.857391536235809 0.866279661655426 0.0502441630203506 0.00252447591761557 ""19860117"" ""BullCreek"" 17 109 ""W"""
"228 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851227"" 1119851227 504489600000 NA NA NA NA ""19851227"" ""Shorthair"" 361 87 ""W"""
"229 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851109"" 1119851109 500342400000 0.830811289896876 0.842692315578461 0.0428245055861392 0.00183393827869726 ""19851109"" ""HerringCreek"" 313 39 ""W"""
"230 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860202"" 1119860202 507686400000 0.306446486440572 0.304733157157898 0.0390600608854271 0.00152568835637327 ""19860202"" ""BullCreek"" 33 125 ""W"""
"231 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851024"" 1119851024 4.9896e+11 NA NA NA NA ""19851024"" ""BullCreek"" 297 23 ""W"""
"232 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851101"" 1119851101 499651200000 NA NA NA NA ""19851101"" ""BullCreek"" 305 31 ""W"""
"233 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851109"" 1119851109 500342400000 0.864652011611245 0.875414967536926 0.0318529311391744 0.00101460922215699 ""19851109"" ""BullCreek"" 313 39 ""W"""
"234 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851117"" 1119851117 501033600000 NA NA NA NA ""19851117"" ""BullCreek"" 321 47 ""W"""
"235 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851125"" 1119851125 501724800000 0.572146342017434 0.571822345256805 0.0275538728083519 0.000759215906738833 ""19851125"" ""BullCreek"" 329 55 ""W"""
"236 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860322"" 1119860322 511833600000 0.592245551672849 0.591336905956268 0.0239180955025628 0.000572075292469714 ""19860322"" ""BullCreek"" 81 173 ""W"""
"237 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860330"" 1119860330 512524800000 NA NA NA NA ""19860330"" ""BullCreek"" 89 181 ""W"""
"238 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851008"" 1119851008 497577600000 0.134780027338894 0.0258719529956579 0.241069654686044 0.0581145784104486 ""19851008"" ""HerringCreek"" 281 7 ""W"""
"239 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851016"" 1119851016 498268800000 0.503259852621126 0.486101910471916 0.129658844535912 0.0168114159663877 ""19851016"" ""HerringCreek"" 289 15 ""W"""
"240 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851024"" 1119851024 4.9896e+11 NA NA NA NA ""19851024"" ""HerringCreek"" 297 23 ""W"""
"241 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860610"" 1119860610 518745600000 0.847493574300908 0.891224503517151 0.10657334321952 0.0113578774849856 ""19860610"" ""HerringCreek"" 161 253 ""W"""
"242 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860618"" 1119860618 519436800000 0.294161321213527 0.131921445329984 0.256495618690232 0.0657900024072849 ""19860618"" ""HerringCreek"" 169 261 ""W"""
"243 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860626"" 1119860626 5.20128e+11 0.156377906821414 0.142508511741956 0.139533635007469 0.0194696352983975 ""19860626"" ""HerringCreek"" 177 269 ""W"""
"244 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860210"" 1119860210 508377600000 NA NA NA NA ""19860210"" ""BullCreek"" 41 133 ""W"""
"245 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860218"" 1119860218 509068800000 0.439880377596075 0.441949009895325 0.0046241500548916 2.1382763730154e-05 ""19860218"" ""BullCreek"" 49 141 ""W"""
"246 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860226"" 1119860226 5.0976e+11 NA NA NA NA ""19860226"" ""BullCreek"" 57 149 ""W"""
"247 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860306"" 1119860306 510451200000 NA NA NA NA ""19860306"" ""BullCreek"" 65 157 ""W"""
"248 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860314"" 1119860314 511142400000 NA NA NA NA ""19860314"" ""BullCreek"" 73 165 ""W"""
"249 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860813"" 1119860813 524275200000 0.289676174660277 0.287508487701416 0.108175736014746 0.011701989862332 ""19860813"" ""HerringCreek"" 225 317 ""W"""
"250 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860821"" 1119860821 524966400000 0.262918816266223 0.257680296897888 0.102195675895536 0.0104439561717455 ""19860821"" ""HerringCreek"" 233 325 ""W"""
"251 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860829"" 1119860829 525657600000 0.187485996552784 0.176105640828609 0.0842469579379571 0.00709754992179991 ""19860829"" ""HerringCreek"" 241 333 ""W"""
"252 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860906"" 1119860906 526348800000 0.108881990305258 0.111784677952528 0.0862525601887466 0.00743950413911335 ""19860906"" ""HerringCreek"" 249 341 ""W"""
"253 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860914"" 1119860914 5.2704e+11 0.0871243484803441 0.0718792006373405 0.0850780168595942 0.00723826895276139 ""19860914"" ""HerringCreek"" 257 349 ""W"""
"254 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860922"" 1119860922 527731200000 0.0286982848702334 -0.00644120378419757 0.104406801228318 0.0109007801427294 ""19860922"" ""HerringCreek"" 265 357 ""W"""
"255 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860930"" 1119860930 528422400000 0.830884449600433 0.8570197224617 0.0906230649942196 0.00821253990894655 ""19860930"" ""HerringCreek"" 273 365 ""W"""
"256 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860728"" 1119860728 522892800000 0.173065823641343 0.169078979641199 0.0700081354223294 0.00490113902531122 ""19860728"" ""Shorthair"" 209 301 ""W"""
"257 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860704"" 1119860704 520819200000 0.286343463042878 0.290032774209976 0.104661418298708 0.0109540124802971 ""19860704"" ""HerringCreek"" 185 277 ""W"""
"258 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860712"" 1119860712 521510400000 0.350896965272678 0.350567132234573 0.108781197764168 0.0118333489870071 ""19860712"" ""HerringCreek"" 193 285 ""W"""
"259 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860720"" 1119860720 522201600000 0.351953787370498 0.363520234823227 0.12690085869805 0.0161038279383026 ""19860720"" ""HerringCreek"" 201 293 ""W"""
"260 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860728"" 1119860728 522892800000 0.344023971546511 0.350971023241679 0.113404104820711 0.0128604909901869 ""19860728"" ""HerringCreek"" 209 301 ""W"""
"261 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860805"" 1119860805 5.23584e+11 0.325100106667288 0.324088156223297 0.131627928863538 0.0173259116569047 ""19860805"" ""HerringCreek"" 217 309 ""W"""
"262 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860914"" 1119860914 5.2704e+11 0.0512229204476357 0.0433672200888395 0.0745348920155107 0.00555545012776384 ""19860914"" ""Shorthair"" 257 349 ""W"""
"263 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860922"" 1119860922 527731200000 NA NA NA NA ""19860922"" ""Shorthair"" 265 357 ""W"""
"264 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19851109"" 1119851109 500342400000 0.802454369496077 0.813160870756422 0.0354196778466543 0.00125455357876077 ""19851109"" ""Shorthair"" 313 39 ""W"""
"265 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860407"" 1119860407 5.13216e+11 0.1550113260746 0.135860502719879 0.0495275992231787 0.00245298308481181 ""19860407"" ""BullCreek"" 97 189 ""W"""
"266 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860415"" 1119860415 513907200000 NA NA NA NA ""19860415"" ""BullCreek"" 105 197 ""W"""
"267 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860423"" 1119860423 514598400000 0.76260485865853 0.766196966171265 0.0557038610483666 0.00310292013569573 ""19860423"" ""BullCreek"" 113 205 ""W"""
"268 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860501"" 1119860501 515289600000 NA NA NA NA ""19860501"" ""BullCreek"" 121 213 ""W"""
"269 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860509"" 1119860509 515980800000 0.608881123499437 0.695259630680084 0.214806283077532 0.0461417392495848 ""19860509"" ""BullCreek"" 129 221 ""W"""
"270 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860805"" 1119860805 5.23584e+11 NA NA NA NA ""19860805"" ""Shorthair"" 217 309 ""W"""
"271 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860813"" 1119860813 524275200000 0.165016327394793 0.163178498546282 0.0673858744627364 0.00454085607710766 ""19860813"" ""Shorthair"" 225 317 ""W"""
"272 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860821"" 1119860821 524966400000 NA NA NA NA ""19860821"" ""Shorthair"" 233 325 ""W"""
"273 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860829"" 1119860829 525657600000 0.151197598344431 0.150586739182472 0.0674949457568863 0.00455556770272503 ""19860829"" ""Shorthair"" 241 333 ""W"""
"274 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860906"" 1119860906 526348800000 NA NA NA NA ""19860906"" ""Shorthair"" 249 341 ""W"""
"275 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860626"" 1119860626 5.20128e+11 0.367634146863764 0.366706848144531 0.00981684881344613 9.63705206260586e-05 ""19860626"" ""BullCreek"" 177 269 ""W"""
"276 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860704"" 1119860704 520819200000 NA NA NA NA ""19860704"" ""BullCreek"" 185 277 ""W"""
"277 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860226"" 1119860226 5.0976e+11 NA NA NA NA ""19860226"" ""Shorthair"" 57 149 ""W"""
"278 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860306"" 1119860306 510451200000 NA NA NA NA ""19860306"" ""Shorthair"" 65 157 ""W"""
"279 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860314"" 1119860314 511142400000 NA NA NA NA ""19860314"" ""Shorthair"" 73 165 ""W"""
"280 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860322"" 1119860322 511833600000 0.831795935447399 0.8393315076828 0.0262700793410738 0.000690117068586314 ""19860322"" ""Shorthair"" 81 173 ""W"""
"281 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860330"" 1119860330 512524800000 NA NA NA NA ""19860330"" ""Shorthair"" 89 181 ""W"""
"282 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860407"" 1119860407 5.13216e+11 0.659748868911694 0.686529288689295 0.0809937456437386 0.00655998683340263 ""19860407"" ""Shorthair"" 97 189 ""W"""
"283 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860415"" 1119860415 513907200000 NA NA NA NA ""19860415"" ""Shorthair"" 105 197 ""W"""
"284 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860423"" 1119860423 514598400000 0.704896728426982 0.768427574634552 0.145418087541176 0.0211464201841332 ""19860423"" ""Shorthair"" 113 205 ""W"""
"285 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860501"" 1119860501 515289600000 NA NA NA NA ""19860501"" ""Shorthair"" 121 213 ""W"""
"286 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860509"" 1119860509 515980800000 0.902345018661939 0.935370060304801 0.105501736610592 0.0111306164278507 ""19860509"" ""Shorthair"" 129 221 ""W"""
"287 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860517"" 1119860517 5.16672e+11 NA NA NA NA ""19860517"" ""Shorthair"" 137 229 ""W"""
"288 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860525"" 1119860525 517363200000 0.902793462459858 0.919579446315765 0.0390756600302556 0.00152690720680011 ""19860525"" ""Shorthair"" 145 237 ""W"""
"289 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860602"" 1119860602 518054400000 NA NA NA NA ""19860602"" ""Shorthair"" 153 245 ""W"""
"290 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860610"" 1119860610 518745600000 0.842069862897579 0.877433644400703 0.104412411311705 0.0109019516359247 ""19860610"" ""Shorthair"" 161 253 ""W"""
"291 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860618"" 1119860618 519436800000 NA NA NA NA ""19860618"" ""Shorthair"" 169 261 ""W"""
"292 1986 ""LANDSAT/LT5_L1T_8DAY_NDWI/19860626"" 1119860626 5.20128e+11 0.340812579637919 0.341303914785385 0.00556956795446688 3.10200871994244e-05 ""19860626"" ""Shorthair"" 177 269 ""W"""
